age,comprehension,production,isnorming,birthorder,caregivereducation,race,sex,monolingual
28,20,20,TRUE,Second,College,White,Male,TRUE
24,480,480,TRUE,First,College,White,Female,TRUE
19,154,154,TRUE,First,Graduate,White,Male,TRUE
30,456,456,TRUE,First,College,White,Male,TRUE
25,528,528,TRUE,First,Secondary,Asian,Male,TRUE
24,26,26,TRUE,Second,Graduate,White,Female,TRUE
24,304,304,TRUE,Second,Graduate,White,Female,TRUE
27,168,168,TRUE,Second,Secondary,White,Male,TRUE
18,93,93,TRUE,First,Graduate,White,Female,TRUE
21,537,537,TRUE,First,Some Secondary,Asian,Female,TRUE
29,590,590,TRUE,Second,Some College,White,Female,TRUE
27,566,566,TRUE,First,Some Secondary,White,Male,TRUE
21,112,112,TRUE,Second,Secondary,White,Male,TRUE
27,514,514,TRUE,Second,Secondary,White,Female,TRUE
30,503,503,TRUE,Second,College,White,Male,TRUE
26,370,370,TRUE,Second,College,White,Female,TRUE
22,514,514,TRUE,Second,Some College,White,Female,TRUE
28,576,576,TRUE,First,Some College,White,Female,TRUE
25,416,416,TRUE,First,College,Asian,Male,TRUE
17,48,48,TRUE,First,College,White,Male,TRUE
17,68,68,TRUE,First,Some College,White,Male,TRUE
29,579,579,TRUE,First,Secondary,White,Female,TRUE
17,75,75,TRUE,Third,Secondary,White,Female,TRUE
25,327,327,TRUE,First,Some Secondary,Asian,Female,TRUE
25,99,99,TRUE,Second,College,White,Male,TRUE
18,245,245,TRUE,First,Some Graduate,White,Female,TRUE
29,611,611,TRUE,First,College,White,Male,TRUE
17,101,101,TRUE,First,Some College,White,Female,TRUE
17,13,13,TRUE,Second,Some College,White,Male,TRUE
18,103,103,TRUE,Second,Some College,Black,Male,TRUE
28,460,460,TRUE,First,Some College,White,Male,TRUE
29,463,463,TRUE,Second,Some College,White,Male,TRUE
29,363,363,TRUE,First,Some College,White,Male,TRUE
22,189,189,TRUE,Second,Some College,Other,Female,TRUE
30,630,630,TRUE,First,Graduate,Asian,Female,TRUE
26,217,217,TRUE,Fourth,Secondary,Black,Female,TRUE
30,517,517,TRUE,First,Some Graduate,White,Female,TRUE
30,394,394,TRUE,First,College,White,Female,TRUE
30,216,216,TRUE,Second,Some College,White,Female,TRUE
30,208,208,TRUE,Second,College,White,Female,TRUE
30,512,512,TRUE,First,Graduate,White,Female,TRUE
30,626,626,TRUE,First,Some College,White,Female,TRUE
30,602,602,TRUE,First,Some College,White,Female,TRUE
26,213,213,TRUE,Second,Some College,White,Male,TRUE
26,324,324,TRUE,First,Some College,White,Female,TRUE
26,283,283,TRUE,Fourth,Graduate,White,Female,TRUE
29,324,324,TRUE,First,Graduate,White,Male,TRUE
26,506,506,TRUE,First,College,White,Male,TRUE
26,586,586,TRUE,Second,Some College,White,Female,TRUE
26,579,579,TRUE,First,Graduate,White,Female,TRUE
26,83,83,TRUE,First,Secondary,White,Male,TRUE
26,471,471,TRUE,First,Secondary,White,Male,TRUE
26,471,471,TRUE,First,Secondary,White,Female,TRUE
26,411,411,TRUE,Second,Graduate,White,Female,TRUE
26,476,476,TRUE,Second,Some College,White,Female,TRUE
19,101,101,TRUE,Second,College,White,Male,TRUE
19,82,82,TRUE,Second,College,White,Male,TRUE
18,36,36,TRUE,First,Some College,White,Male,TRUE
19,18,18,TRUE,First,Some College,White,Male,TRUE
19,158,158,TRUE,First,College,White,Female,TRUE
19,42,42,TRUE,Second,College,White,Male,TRUE
19,72,72,TRUE,Second,Some College,White,Male,TRUE
19,204,204,TRUE,Second,Secondary,White,Female,TRUE
18,114,114,TRUE,First,College,White,Male,TRUE
22,205,205,TRUE,Second,Secondary,White,Male,TRUE
20,323,323,TRUE,First,College,White,Female,TRUE
19,392,392,TRUE,Second,Some College,White,Male,TRUE
20,377,377,TRUE,Second,Secondary,White,Female,TRUE
19,3,3,TRUE,Second,Some College,White,Male,TRUE
19,91,91,TRUE,First,College,White,Female,TRUE
20,111,111,TRUE,Third,Secondary,White,Male,TRUE
19,77,77,TRUE,First,Secondary,White,Male,TRUE
21,20,20,TRUE,Second,College,White,Female,TRUE
21,143,143,TRUE,First,College,White,Male,TRUE
21,89,89,TRUE,Third,Graduate,White,Female,TRUE
21,546,546,TRUE,Second,Some College,White,Male,TRUE
20,529,529,TRUE,Fifth,College,Black,Female,TRUE
20,66,66,TRUE,Third,Secondary,White,Female,TRUE
20,245,245,TRUE,Second,College,White,Female,TRUE
21,98,98,TRUE,First,Some College,White,Female,TRUE
20,328,328,TRUE,First,Graduate,White,Male,TRUE
29,158,158,TRUE,First,Secondary,White,Female,TRUE
28,490,490,TRUE,Second,Some College,White,Male,TRUE
28,588,588,TRUE,First,Some College,White,Female,TRUE
28,498,498,TRUE,First,College,White,Female,TRUE
28,278,278,TRUE,First,Secondary,Black,Female,TRUE
28,608,608,TRUE,Third,Some College,Black,Male,TRUE
28,185,185,TRUE,Third,Some College,White,Female,TRUE
29,659,659,TRUE,Second,College,White,Male,TRUE
28,551,551,TRUE,First,Some Graduate,White,Female,TRUE
28,465,465,TRUE,First,Some College,White,Female,TRUE
29,525,525,TRUE,Third,Graduate,White,Female,TRUE
28,387,387,TRUE,Second,Secondary,White,Female,TRUE
27,528,528,TRUE,First,Secondary,White,Female,TRUE
27,364,364,TRUE,First,Secondary,White,Female,TRUE
27,662,662,TRUE,First,Some College,White,Male,TRUE
27,597,597,TRUE,First,College,White,Male,TRUE
27,190,190,TRUE,Second,Graduate,Asian,Male,TRUE
27,372,372,TRUE,Second,Some Graduate,White,Female,TRUE
27,218,218,TRUE,First,Some College,White,Male,TRUE
27,225,225,TRUE,First,College,White,Male,TRUE
28,144,144,TRUE,Second,Some College,White,Male,TRUE
26,393,393,TRUE,First,College,White,Female,TRUE
27,391,391,TRUE,Second,College,White,Female,TRUE
26,172,172,TRUE,First,Some College,White,Female,TRUE
27,502,502,TRUE,Second,Secondary,White,Female,TRUE
26,359,359,TRUE,Second,Secondary,White,Male,TRUE
26,210,210,TRUE,Second,College,White,Female,TRUE
26,141,141,TRUE,First,College,White,Male,TRUE
25,491,491,TRUE,First,Graduate,White,Female,TRUE
26,152,152,TRUE,First,Secondary,White,Female,TRUE
25,430,430,TRUE,Second,Secondary,White,Female,TRUE
27,414,414,TRUE,First,Secondary,White,Female,TRUE
25,373,373,TRUE,First,College,White,Male,TRUE
25,311,311,TRUE,First,Some Graduate,White,Female,TRUE
21,71,71,TRUE,First,College,White,Male,TRUE
21,525,525,TRUE,First,Secondary,White,Male,TRUE
21,147,147,TRUE,Second,Some College,White,Male,TRUE
20,37,37,TRUE,First,Some College,White,Male,TRUE
21,79,79,TRUE,Second,College,White,Male,TRUE
20,378,378,TRUE,First,Secondary,White,Female,TRUE
24,539,539,TRUE,Second,Secondary,White,Male,TRUE
24,119,119,TRUE,Second,College,White,Female,TRUE
24,285,285,TRUE,First,College,White,Female,TRUE
24,63,63,TRUE,Second,Secondary,White,Male,TRUE
24,267,267,TRUE,Third,College,White,Female,TRUE
24,68,68,TRUE,First,Secondary,White,Male,TRUE
24,398,398,TRUE,First,Some Graduate,White,Male,TRUE
24,114,114,TRUE,Third,Some College,White,Female,TRUE
24,119,119,TRUE,Second,Secondary,White,Male,TRUE
25,505,505,TRUE,First,Secondary,White,Female,TRUE
25,139,139,TRUE,First,College,White,Male,TRUE
25,308,308,TRUE,First,Secondary,White,Male,TRUE
24,129,129,TRUE,Second,Secondary,White,Male,TRUE
24,615,615,TRUE,First,Graduate,White,Female,TRUE
25,565,565,TRUE,Second,College,White,Female,TRUE
26,178,178,TRUE,First,Secondary,White,Female,TRUE
20,450,450,TRUE,First,Secondary,White,Female,TRUE
19,314,314,TRUE,First,Graduate,White,Male,TRUE
21,289,289,TRUE,First,College,White,Male,TRUE
20,551,551,TRUE,Second,Some College,White,Female,TRUE
25,392,392,TRUE,Second,Secondary,White,Male,TRUE
24,287,287,TRUE,First,College,White,Female,TRUE
24,515,515,TRUE,First,Graduate,White,Female,TRUE
24,253,253,TRUE,First,Some College,White,Male,TRUE
24,144,144,TRUE,Second,College,Black,Male,TRUE
24,314,314,TRUE,First,Some College,White,Male,TRUE
24,346,346,TRUE,First,Secondary,White,Male,TRUE
24,418,418,TRUE,Second,Some College,White,Male,TRUE
24,219,219,TRUE,First,College,White,Male,TRUE
23,490,490,TRUE,Third,Graduate,White,Female,TRUE
23,284,284,TRUE,First,College,White,Male,TRUE
23,21,21,TRUE,Second,College,White,Male,TRUE
22,366,366,TRUE,Second,Some College,White,Female,TRUE
22,248,248,TRUE,First,Some Graduate,White,Female,TRUE
22,58,58,TRUE,First,Graduate,White,Female,TRUE
21,158,158,TRUE,First,Graduate,White,Female,TRUE
21,394,394,TRUE,First,Some College,White,Male,TRUE
21,285,285,TRUE,First,College,White,Male,TRUE
21,211,211,TRUE,Second,College,White,Male,TRUE
23,224,224,TRUE,Second,Some College,White,Male,TRUE
23,191,191,TRUE,First,Graduate,White,Male,TRUE
23,28,28,TRUE,First,Some College,White,Male,TRUE
23,199,199,TRUE,Third,Some College,White,Female,TRUE
22,278,278,TRUE,First,Secondary,White,Male,TRUE
22,102,102,TRUE,Second,Some Graduate,White,Male,TRUE
25,121,121,TRUE,First,College,White,Female,TRUE
24,12,12,TRUE,Second,Some College,White,Female,TRUE
24,367,367,TRUE,First,Secondary,White,Female,TRUE
24,272,272,TRUE,Second,Some College,Black,Male,TRUE
22,523,523,TRUE,Second,Some Graduate,White,Male,TRUE
16,27,27,TRUE,First,College,White,Female,TRUE
16,24,24,TRUE,Second,Some Graduate,White,Female,TRUE
17,13,13,TRUE,Third,Some College,White,Male,TRUE
17,42,42,TRUE,Second,Graduate,White,Male,TRUE
28,429,429,TRUE,Second,Secondary,White,Female,TRUE
30,609,609,TRUE,Second,Secondary,White,Female,TRUE
28,359,359,TRUE,Fourth,College,White,Male,TRUE
20,108,108,TRUE,Second,Some College,White,Male,TRUE
19,120,120,TRUE,First,Some College,White,Male,TRUE
18,40,40,TRUE,First,Graduate,White,Male,TRUE
18,34,34,TRUE,First,Some College,White,Male,TRUE
17,56,56,TRUE,First,College,White,Male,TRUE
18,252,252,TRUE,First,College,White,Female,TRUE
18,31,31,TRUE,First,Some College,White,Female,TRUE
18,104,104,TRUE,Second,Secondary,White,Male,TRUE
18,89,89,TRUE,Second,Some College,White,Female,TRUE
16,115,115,TRUE,First,College,White,Female,TRUE
18,72,72,TRUE,Third,Graduate,White,Male,TRUE
18,123,123,TRUE,First,Some College,White,Female,TRUE
18,181,181,TRUE,Third,College,White,Female,TRUE
18,57,57,TRUE,First,Graduate,White,Male,TRUE
18,439,439,TRUE,First,Graduate,White,Female,TRUE
18,24,24,TRUE,First,Some Graduate,White,Male,TRUE
17,30,30,TRUE,Second,Some College,White,Male,TRUE
17,87,87,TRUE,Second,Some College,White,Female,TRUE
16,23,23,TRUE,Second,Some Secondary,White,Male,TRUE
28,476,476,TRUE,First,Graduate,White,Male,TRUE
29,311,311,TRUE,First,College,White,Female,TRUE
28,388,388,TRUE,Second,College,White,Male,TRUE
19,57,57,TRUE,First,Some College,White,Female,TRUE
28,659,659,TRUE,Fourth,Some College,White,Female,TRUE
28,551,551,TRUE,First,College,White,Male,TRUE
27,478,478,TRUE,First,Some College,White,Male,TRUE
27,459,459,TRUE,First,College,White,Female,TRUE
27,530,530,TRUE,Second,College,White,Female,TRUE
27,583,583,TRUE,First,College,White,Male,TRUE
26,257,257,TRUE,Third,Secondary,White,Male,TRUE
28,532,532,TRUE,First,College,White,Female,TRUE
26,435,435,TRUE,First,College,White,Male,TRUE
28,633,633,TRUE,First,Secondary,White,Male,TRUE
16,357,357,TRUE,First,Some College,White,Male,TRUE
28,663,663,TRUE,Third,Graduate,White,Male,TRUE
17,28,28,TRUE,Second,College,White,Female,TRUE
27,538,538,TRUE,First,Some College,White,Male,TRUE
27,601,601,TRUE,First,College,White,Female,TRUE
27,542,542,TRUE,Second,Secondary,White,Female,TRUE
18,199,199,TRUE,First,Secondary,White,Female,TRUE
18,17,17,TRUE,First,Some College,White,Male,TRUE
19,283,283,TRUE,First,College,White,Male,TRUE
27,587,587,TRUE,First,Some College,White,Female,TRUE
26,539,539,TRUE,First,Secondary,White,Male,TRUE
26,121,121,TRUE,Third,Graduate,White,Female,TRUE
27,541,541,TRUE,First,Graduate,White,Male,TRUE
27,583,583,TRUE,Sixth,Graduate,Black,Female,TRUE
26,143,143,TRUE,First,College,Other,Male,TRUE
27,181,181,TRUE,Second,Some College,White,Female,TRUE
26,452,452,TRUE,First,College,White,Male,TRUE
26,405,405,TRUE,First,Graduate,White,Female,TRUE
26,178,178,TRUE,Third,College,White,Female,TRUE
26,572,572,TRUE,First,Some Graduate,White,Female,TRUE
26,574,574,TRUE,First,College,White,Female,TRUE
25,652,652,TRUE,Second,College,White,Female,TRUE
24,474,474,TRUE,First,Secondary,White,Female,TRUE
26,483,483,TRUE,First,Secondary,White,Female,TRUE
25,363,363,TRUE,Second,College,White,Male,TRUE
25,533,533,TRUE,Second,College,White,Female,TRUE
25,184,184,TRUE,First,College,White,Male,TRUE
18,374,374,TRUE,First,College,White,Female,TRUE
18,191,191,TRUE,First,Graduate,White,Female,TRUE
18,79,79,TRUE,First,Some College,White,Female,TRUE
25,394,394,TRUE,First,Secondary,White,Female,TRUE
27,484,484,TRUE,Second,College,White,Male,TRUE
25,475,475,TRUE,First,College,White,Female,TRUE
25,642,642,TRUE,First,Some College,White,Female,TRUE
19,19,19,TRUE,First,Graduate,White,Male,TRUE
18,131,131,TRUE,Second,College,White,Male,TRUE
18,206,206,TRUE,Second,Secondary,White,Female,TRUE
25,246,246,TRUE,Second,Graduate,White,Female,TRUE
25,503,503,TRUE,Third,Graduate,White,Male,TRUE
18,120,120,TRUE,Third,College,White,Female,TRUE
17,89,89,TRUE,First,Some Secondary,White,Male,TRUE
19,180,180,TRUE,Second,Some College,White,Male,TRUE
17,40,40,TRUE,Second,Secondary,White,Female,TRUE
18,14,14,TRUE,Second,Graduate,White,Female,TRUE
23,545,545,TRUE,Second,Graduate,White,Female,TRUE
27,548,548,TRUE,First,Secondary,White,Male,TRUE
25,269,269,TRUE,Second,Secondary,White,Female,TRUE
25,521,521,TRUE,First,Graduate,White,Female,TRUE
25,471,471,TRUE,First,College,White,Male,TRUE
24,66,66,TRUE,First,College,White,Female,TRUE
23,456,456,TRUE,Second,Graduate,White,Female,TRUE
23,310,310,TRUE,Fourth,Secondary,White,Female,TRUE
24,196,196,TRUE,Third,Graduate,White,Female,TRUE
24,440,440,TRUE,Second,Graduate,White,Female,TRUE
24,668,668,TRUE,First,Some Graduate,White,Female,TRUE
23,259,259,TRUE,First,College,White,Female,TRUE
23,391,391,TRUE,Second,College,White,Female,TRUE
24,454,454,TRUE,First,Graduate,White,Male,TRUE
23,531,531,TRUE,Third,College,White,Male,TRUE
23,42,42,TRUE,First,College,White,Female,TRUE
23,493,493,TRUE,First,Some Secondary,White,Female,TRUE
23,583,583,TRUE,First,Secondary,White,Female,TRUE
23,68,68,TRUE,Third,Secondary,White,Female,TRUE
23,210,210,TRUE,First,Graduate,White,Male,TRUE
22,255,255,TRUE,First,Graduate,White,Female,TRUE
23,317,317,TRUE,First,Secondary,White,Male,TRUE
23,238,238,TRUE,Second,Graduate,White,Female,TRUE
23,442,442,TRUE,Second,Graduate,White,Male,TRUE
23,316,316,TRUE,First,Secondary,White,Female,TRUE
23,286,286,TRUE,First,Graduate,White,Male,TRUE
22,402,402,TRUE,Second,Some College,White,Female,TRUE
22,80,80,TRUE,First,College,White,Female,TRUE
28,383,383,TRUE,Second,Some College,White,Female,TRUE
20,99,99,TRUE,First,Secondary,White,Female,TRUE
20,139,139,TRUE,First,Some College,White,Male,TRUE
20,170,170,TRUE,First,College,White,Female,TRUE
19,136,136,TRUE,First,College,White,Female,TRUE
19,42,42,TRUE,First,College,White,Male,TRUE
19,476,476,TRUE,First,Secondary,White,Male,TRUE
19,64,64,TRUE,Third,Some College,White,Female,TRUE
18,34,34,TRUE,First,Graduate,White,Female,TRUE
20,118,118,TRUE,Second,Some College,White,Male,TRUE
17,65,65,TRUE,Third,Graduate,White,Female,TRUE
28,559,559,TRUE,Second,College,White,Female,TRUE
30,641,641,TRUE,Second,College,White,Female,TRUE
29,550,550,TRUE,Second,Secondary,White,Male,TRUE
29,618,618,TRUE,Second,Secondary,White,Female,TRUE
28,264,264,TRUE,Second,Secondary,White,Female,TRUE
25,445,445,TRUE,Second,Secondary,White,Female,TRUE
24,427,427,TRUE,First,College,White,Male,TRUE
29,526,526,TRUE,Second,Secondary,White,Male,TRUE
21,42,42,TRUE,Second,College,White,Female,TRUE
21,193,193,TRUE,Third,Secondary,White,Male,TRUE
22,396,396,TRUE,Second,Graduate,White,Female,TRUE
21,232,232,TRUE,Second,Some College,White,Female,TRUE
22,320,320,TRUE,Second,College,White,Male,TRUE
20,285,285,TRUE,First,College,White,Male,TRUE
20,544,544,TRUE,Third,Secondary,White,Male,TRUE
20,116,116,TRUE,Second,Secondary,White,Male,TRUE
20,36,36,TRUE,First,Secondary,White,Female,TRUE
29,473,473,TRUE,First,Secondary,White,Female,TRUE
20,314,314,TRUE,First,Secondary,White,Female,TRUE
20,222,222,TRUE,First,Some College,White,Male,TRUE
20,292,292,TRUE,Second,Graduate,White,Male,TRUE
21,69,69,TRUE,Fourth,Some Secondary,White,Male,TRUE
20,81,81,TRUE,Second,College,White,Male,TRUE
21,310,310,TRUE,First,Secondary,White,Female,TRUE
20,176,176,TRUE,First,Some College,White,Male,TRUE
22,111,111,TRUE,First,Some College,White,Female,TRUE
21,415,415,TRUE,Second,Some College,White,Male,TRUE
20,167,167,TRUE,Second,College,White,Female,TRUE
21,164,164,TRUE,Second,College,Black,Female,TRUE
21,217,217,TRUE,First,Some College,White,Female,TRUE
24,536,536,TRUE,Second,Some Graduate,White,Female,TRUE
30,255,255,TRUE,Second,Graduate,White,Male,TRUE
21,485,485,TRUE,Second,Some College,White,Female,TRUE
30,560,560,TRUE,Second,Some College,White,Female,TRUE
30,657,657,TRUE,First,Some College,White,Female,TRUE
21,471,471,TRUE,First,Secondary,White,Female,TRUE
29,460,460,TRUE,Second,College,White,Female,TRUE
18,127,127,TRUE,First,Secondary,White,Male,TRUE
18,281,281,TRUE,Second,College,White,Female,TRUE
30,629,629,TRUE,First,College,White,Female,TRUE
30,482,482,TRUE,Second,College,White,Female,TRUE
18,186,186,TRUE,Second,Some College,White,Male,TRUE
28,463,463,TRUE,First,Some College,White,Female,TRUE
17,71,71,TRUE,Second,Graduate,White,Female,TRUE
18,50,50,TRUE,First,Graduate,White,Female,TRUE
16,15,15,TRUE,First,College,White,Male,TRUE
16,17,17,TRUE,Second,Secondary,White,Male,TRUE
16,107,107,TRUE,First,College,White,Male,TRUE
26,188,188,TRUE,First,Some College,White,Male,TRUE
25,319,319,TRUE,Second,College,White,Male,TRUE
30,284,284,TRUE,First,Some College,Black,Male,TRUE
20,219,219,TRUE,Third,Some College,White,Female,TRUE
20,78,78,TRUE,Second,College,White,Male,TRUE
24,35,35,TRUE,First,College,White,Male,TRUE
20,273,273,TRUE,Second,Some College,White,Female,TRUE
21,36,36,TRUE,Second,College,White,Male,TRUE
21,117,117,TRUE,First,College,White,Female,TRUE
26,560,560,TRUE,Second,Some College,White,Female,TRUE
29,510,510,TRUE,First,Secondary,White,Female,TRUE
27,406,406,TRUE,First,Some College,Asian,Female,TRUE
27,539,539,TRUE,Second,Graduate,White,Female,TRUE
18,220,220,TRUE,Fourth,Secondary,White,Male,TRUE
20,68,68,TRUE,First,Some College,White,Female,TRUE
27,227,227,TRUE,Second,Secondary,White,Male,TRUE
25,201,201,TRUE,Fifth,College,White,Female,TRUE
20,265,265,TRUE,Third,Some Graduate,White,Female,TRUE
20,184,184,TRUE,Second,College,White,Male,TRUE
24,244,244,TRUE,Third,Secondary,Black,Male,TRUE
17,93,93,TRUE,Second,Secondary,White,Male,TRUE
16,41,41,TRUE,Second,Some Graduate,White,Male,TRUE
23,327,327,TRUE,First,Graduate,White,Female,TRUE
30,576,576,TRUE,Second,Graduate,White,Female,TRUE
17,71,71,TRUE,Second,Some College,White,Male,TRUE
29,614,614,TRUE,First,College,White,Female,TRUE
18,340,340,TRUE,Second,Secondary,White,Female,TRUE
28,409,409,TRUE,Second,Some College,White,Male,TRUE
16,112,112,TRUE,Second,Graduate,White,Male,TRUE
29,583,583,TRUE,First,Secondary,White,Female,TRUE
22,471,471,TRUE,First,Secondary,White,Female,TRUE
28,325,325,TRUE,First,Some College,White,Male,TRUE
29,417,417,TRUE,First,Secondary,White,Female,TRUE
21,95,95,TRUE,First,Some College,White,Female,TRUE
22,213,213,TRUE,Second,Secondary,White,Female,TRUE
20,49,49,TRUE,First,Secondary,Black,Male,TRUE
24,118,118,TRUE,First,Some Secondary,Black,Female,TRUE
24,328,328,TRUE,Third,Some Secondary,Black,Male,TRUE
18,32,32,TRUE,Fourth,Some Secondary,Black,Male,TRUE
25,399,399,TRUE,Third,Secondary,Black,Female,TRUE
18,361,361,TRUE,Second,Some Graduate,Black,Female,TRUE
17,89,89,TRUE,First,College,White,Male,TRUE
16,7,7,TRUE,Second,Some College,White,Male,TRUE
19,127,127,TRUE,Third,Some Secondary,Black,Female,TRUE
30,274,274,TRUE,Second,Some Secondary,Black,Female,TRUE
19,156,156,TRUE,Fourth,Secondary,Black,Female,TRUE
19,230,230,TRUE,First,Secondary,Black,Female,TRUE
23,38,38,TRUE,First,Secondary,Black,Male,TRUE
28,180,180,TRUE,First,Some College,White,Male,TRUE
19,255,255,TRUE,Fourth,Some Secondary,Black,Male,TRUE
19,48,48,TRUE,Fourth,Some College,Black,Female,TRUE
29,603,603,TRUE,Second,Secondary,White,Male,TRUE
30,652,652,TRUE,First,Some Graduate,White,Female,TRUE
16,11,11,TRUE,Second,Graduate,White,Male,TRUE
17,74,74,TRUE,First,College,White,Male,TRUE
17,88,88,TRUE,First,College,Asian,Male,TRUE
16,8,8,TRUE,Second,Some College,White,Male,TRUE
16,10,10,TRUE,First,College,White,Female,TRUE
16,90,90,TRUE,First,College,White,Female,TRUE
17,57,57,TRUE,First,College,White,Male,TRUE
17,85,85,TRUE,First,Some College,White,Male,TRUE
18,23,23,TRUE,Third,Some Graduate,White,Male,TRUE
18,118,118,TRUE,First,College,White,Female,TRUE
17,28,28,TRUE,Second,College,Other,Female,TRUE
17,193,193,TRUE,Second,College,White,Female,TRUE
16,21,21,TRUE,First,College,White,Male,TRUE
19,140,140,TRUE,First,College,White,Female,TRUE
19,322,322,TRUE,First,Some College,White,Male,TRUE
19,260,260,TRUE,First,Secondary,White,Male,TRUE
20,34,34,TRUE,First,Some Graduate,White,Male,TRUE
19,191,191,TRUE,First,Graduate,Asian,Male,TRUE
19,96,96,TRUE,First,Some College,White,Female,TRUE
19,382,382,TRUE,Second,College,White,Female,TRUE
19,503,503,TRUE,First,College,White,Female,TRUE
19,108,108,TRUE,Third,College,White,Male,TRUE
20,156,156,TRUE,Second,College,White,Male,TRUE
16,31,31,TRUE,Second,Some Graduate,White,Male,TRUE
17,62,62,TRUE,Second,College,White,Male,TRUE
17,58,58,TRUE,Third,College,White,Female,TRUE
18,129,129,TRUE,First,Some Graduate,White,Male,TRUE
18,37,37,TRUE,Second,College,Other,Female,TRUE
17,16,16,TRUE,First,College,White,Male,TRUE
18,10,10,TRUE,Third,Some Graduate,White,Female,TRUE
18,222,222,TRUE,First,Graduate,White,Female,TRUE
20,123,123,TRUE,First,Graduate,White,Female,TRUE
20,121,121,TRUE,Second,Some College,White,Female,TRUE
20,51,51,TRUE,Third,Secondary,White,Male,TRUE
20,302,302,TRUE,First,Some College,White,Male,TRUE
24,108,108,TRUE,Third,College,White,Female,TRUE
24,93,93,TRUE,First,Some College,White,Male,TRUE
26,296,296,TRUE,First,College,White,Male,TRUE
17,36,36,TRUE,First,College,White,Male,TRUE
19,23,23,TRUE,Second,Some College,White,Male,TRUE
21,232,232,TRUE,Second,College,White,Female,TRUE
21,249,249,TRUE,First,Secondary,White,Female,TRUE
20,11,11,TRUE,First,College,White,Male,TRUE
21,430,430,TRUE,First,Secondary,White,Male,TRUE
21,599,599,TRUE,Second,Some Graduate,White,Female,TRUE
27,226,226,TRUE,First,Some College,White,Male,TRUE
24,373,373,TRUE,Third,Some College,White,Male,TRUE
24,417,417,TRUE,First,Secondary,White,Male,TRUE
24,289,289,TRUE,Third,Some Graduate,White,Female,TRUE
29,375,375,TRUE,First,Graduate,White,Male,TRUE
28,139,139,TRUE,Second,College,White,Male,TRUE
29,111,111,TRUE,Second,Some College,White,Male,TRUE
29,565,565,TRUE,First,Secondary,White,Male,TRUE
29,341,341,TRUE,First,Secondary,White,Female,TRUE
29,617,617,TRUE,Second,Secondary,White,Male,TRUE
17,38,38,TRUE,First,Secondary,Asian,Female,TRUE
17,16,16,TRUE,Second,Some College,White,Female,TRUE
16,129,129,TRUE,First,Some College,White,Female,TRUE
17,129,129,TRUE,Second,Some College,White,Male,TRUE
18,118,118,TRUE,Second,College,White,Male,TRUE
18,45,45,TRUE,First,College,White,Male,TRUE
17,33,33,TRUE,Third,Secondary,White,Male,TRUE
18,21,21,TRUE,First,Secondary,White,Female,TRUE
18,44,44,TRUE,Third,Graduate,White,Female,TRUE
19,117,117,TRUE,First,Some College,White,Male,TRUE
19,98,98,TRUE,First,College,White,Female,TRUE
19,106,106,TRUE,Fourth,Some College,White,Male,TRUE
19,77,77,TRUE,Second,Graduate,Asian,Male,TRUE
20,61,61,TRUE,Third,Some Secondary,White,Male,TRUE
21,53,53,TRUE,Second,College,White,Male,TRUE
21,78,78,TRUE,First,Some College,White,Female,TRUE
21,310,310,TRUE,First,Some College,White,Female,TRUE
21,203,203,TRUE,Second,College,White,Female,TRUE
22,82,82,TRUE,Second,Some College,White,Male,TRUE
22,476,476,TRUE,First,Graduate,White,Female,TRUE
23,367,367,TRUE,First,Some Graduate,White,Male,TRUE
23,99,99,TRUE,First,College,White,Female,TRUE
23,448,448,TRUE,First,College,White,Female,TRUE
22,330,330,TRUE,First,Some College,White,Female,TRUE
23,352,352,TRUE,First,Some College,White,Female,TRUE
24,539,539,TRUE,First,College,White,Male,TRUE
24,245,245,TRUE,Second,College,White,Male,TRUE
24,87,87,TRUE,Second,Graduate,White,Female,TRUE
26,178,178,TRUE,Second,Secondary,White,Female,TRUE
25,57,57,TRUE,Second,College,White,Male,TRUE
25,635,635,TRUE,Second,Some Graduate,White,Female,TRUE
25,251,251,TRUE,First,Graduate,White,Female,TRUE
23,315,315,TRUE,First,Some Graduate,White,Male,TRUE
25,7,7,TRUE,First,Graduate,Other,Male,TRUE
26,543,543,TRUE,First,Graduate,Asian,Female,TRUE
26,89,89,TRUE,Third,College,White,Female,TRUE
26,582,582,TRUE,First,Graduate,White,Female,TRUE
26,581,581,TRUE,Third,College,White,Male,TRUE
26,428,428,TRUE,Second,College,White,Female,TRUE
26,357,357,TRUE,First,Some College,White,Female,TRUE
26,311,311,TRUE,Third,Some College,White,Male,TRUE
26,382,382,TRUE,First,College,White,Female,TRUE
24,449,449,TRUE,Second,Some Secondary,White,Male,TRUE
27,644,644,TRUE,Third,Graduate,White,Male,TRUE
27,396,396,TRUE,Second,College,White,Female,TRUE
28,488,488,TRUE,First,College,White,Male,TRUE
28,629,629,TRUE,First,College,White,Female,TRUE
29,650,650,TRUE,Second,Secondary,White,Female,TRUE
29,502,502,TRUE,First,Some Graduate,White,Female,TRUE
30,390,390,TRUE,Second,Secondary,White,Male,TRUE
30,465,465,TRUE,Third,Some College,White,Male,TRUE
30,633,633,TRUE,First,Graduate,White,Female,TRUE
30,574,574,TRUE,First,Some Graduate,White,Female,TRUE
18,44,44,TRUE,Second,Graduate,White,Female,TRUE
